w,h,d,weight,fragility,target_w,target_h,target_d,thickness
8.577837614190374,30.516286767858492,9.467629914366997,39.55124116681042,1,25.07013549422487,47.00858464789299,25.959927794401494,7
57.18870454893333,58.46029312973454,59.591998751826985,12.067677216855499,1,67.08494708097865,68.35653566177986,69.4882412838723,4
58.10976181910077,38.46899999830566,13.59108293618296,32.14049055480301,2,76.82347955225349,57.18271773145838,32.30480066933568,7
49.461854146405365,24.222850464775032,59.36315466799146,12.166285461506305,1,59.381762657166874,34.142758975536545,69.28306317875297,4
21.753757304535387,11.275268168836336,58.7503962911546,35.82618401405161,1,37.352041467907775,26.873552332208725,74.34868045452698,7
10.371966270351113,13.3185755804214,48.65999571494218,43.74706271075706,3,35.8712613209328,38.817870631003096,74.15929076552388,7
42.63281645816863,17.39243114731793,41.26826291450987,6.776689056774622,0,47.259221831794534,22.018836520943836,45.894668288135776,2
29.20838715567807,18.80316637371639,36.77938776380966,43.396486585477426,1,46.623543936192654,36.21832315423097,54.194544544324245,7
11.712102916462836,51.78388318126258,52.63558499578091,29.881975093507748,1,25.883776938904695,65.95555720370444,66.80725901822277,7
32.23473005611986,35.86725335553887,20.919173689071837,6.791969297917687,2,44.8648026876201,48.49732598703912,33.54924632057208,3
6.891368661337012,33.78650012559015,30.722466686668238,21.663321840305745,2,23.09056590301039,49.985697367263526,46.921663928341616,6
55.01262211433301,11.312287952806962,39.06644831515761,8.462584527512346,3,72.04364240093598,28.343308239409925,56.09746860176057,4
19.23289898800093,52.30768313421892,27.61547617282201,35.16722049889519,3,42.673031907735776,75.74781605395376,51.05560909255685,7
41.438725639469006,44.75478667646661,28.511754974964738,38.06397265368851,1,57.574079076354245,60.89014011335185,44.64710841184998,7
22.144109184917603,8.721759904500088,23.16565671261464,5.736927753503548,0,26.520971845758453,13.09862256534094,27.54251937345549,2
33.60374116477959,43.93093034763728,36.03274991764948,25.553922708384896,0,42.73668261479197,53.063871797649654,45.16569136766186,5
35.069065363880384,34.89460195384553,51.78159904083138,40.8239402732829,3,59.86681102946828,59.69234761943343,76.57934470641928,7
15.166995053903987,9.494894016072804,16.084060790347205,46.84007055677433,2,37.408611987529824,31.73651094969864,38.325677723973044,7
58.32715452705072,30.206535284076104,56.39381713143928,25.919134403717617,1,71.54774678394296,43.42712754096833,69.61440938833151,6
47.6323052848613,31.658295792152582,42.89982095615263,47.53882156876465,1,66.04162246136482,50.06761296865609,61.309138132656145,7
56.672441786030404,14.117599708980165,50.28002669740166,27.016604037573476,0,66.15642675504805,23.6015846779978,59.76401166641929,6
54.215504273520686,57.013398085015524,35.59048809465064,20.012429482695445,3,74.01848734936759,76.81638116086243,55.39347117049755,6
37.88449883460968,51.74864543143641,47.873418578323495,42.486054863368324,0,51.081152001818076,64.94529859864481,61.07007174553189,7
55.70308292627143,41.79622855310096,5.891021853670696,24.90264416767541,0,64.67971752651353,50.77286315334305,14.867656453912794,5
9.867087612855572,30.426255855033396,50.010923362874436,23.85917427294389,3,30.593289438362106,51.152457680539925,70.73712518838097,7
15.779057433052985,27.647104787147967,7.207637249695159,24.7704682257865,2,32.723969807241744,44.59201716133673,24.15254962388392,6
7.487500890079594,40.80354069330248,53.945235699957436,42.4158575925524,1,24.66730671229217,57.98334651551505,71.12504152217001,7
22.893168191979537,34.9987528173798,59.55795109812538,41.68110631355858,2,43.89663370723359,56.00221833263386,80.56141661337944,7
26.37725093292151,8.42502082350371,21.17371041972278,20.474239625790453,3,46.291068443111214,28.338838333693417,41.08752792991249,6
19.924196747564274,33.18764568236824,16.56752059571865,16.998343063590987,3,39.003799082826106,52.26724801763008,35.64712293098049,6
50.58056300335611,49.35219894780617,47.09498501219224,24.850437189936898,1,63.54466792894097,62.31630387339103,60.059089937777095,6
24.62143296814741,30.25819326783269,18.916448750613927,28.852239231986896,2,42.54597038382427,48.18273068350955,36.84098616629078,7
20.45139803280594,7.857611765484763,52.605931074471194,12.297691926085848,1,30.402844095066545,17.809057827745367,62.5573771367318,4
34.848284573703666,48.24530096612182,10.65634256866122,39.80077669342174,0,47.40047098012488,60.79748737254303,23.208528975082437,7
12.750832373611946,16.07500801747859,11.927535800864705,24.580896903754933,0,21.650247630513128,24.974423274379774,20.82695105776589,5
49.120833941472185,19.224145918842133,58.853335530533855,17.035254646788,0,56.20929505670131,26.312607034071252,65.94179664576298,4
9.100285402387396,14.058849438776274,42.06113940485026,5.787639151717535,2,21.489318798799605,26.447882835188484,54.45017280126247,3
59.27878151302845,23.161828567932364,51.578797343592406,12.322835439978542,0,65.2362620186233,29.119309073527212,57.53627784918726,3
47.473462311316155,46.621332812874925,22.83811575433349,47.489418001921194,1,65.87092263177723,65.018793133336,41.23557607479458,7
15.929362484379482,33.56622227271655,42.206606223633244,15.602434497566566,2,30.673946763795456,48.310806552132526,56.95119050304922,5
5.303716441798132,16.26847007828919,37.683300501972845,8.858534823668249,1,14.42976479947851,25.39451843596957,46.80934885965323,3
49.85037856501588,53.28065429836224,38.17325660676209,23.303303186922165,3,70.4431713298772,73.87344706322357,58.76604937162341,7
43.87715391161894,53.3770020223341,42.53928527457469,15.70084329633231,2,58.64535630273869,68.14520441345385,57.30748766569444,5
45.0953942422543,52.88181337753038,36.64475452210042,2.2403828884241106,1,52.63308613547609,60.41950527075217,44.182446415322204,2
47.419869067727014,18.13379162598466,28.598430311646627,16.495688255331153,1,58.37883424900649,29.092756807264138,39.557395492926105,4
9.07245584537497,29.818163929954345,20.175748190930076,27.433376885003696,2,26.656466297775857,47.40217438235523,37.75975864333096,7
24.715615069934994,59.17443108774813,47.271973200226114,27.809762414988363,3,46.3899580495322,80.84877406734535,68.94631617982333,7
11.372798273882134,47.46068619704947,17.444983650175242,18.14966659825599,2,26.72871825746357,62.816606180630906,32.800903633756676,5
52.47068842315765,6.49420816740579,43.07948683849278,22.641486434503733,0,60.904645167438545,14.928164911686686,51.513443582773675,5
39.28139697551568,8.586252519327063,17.833305245712964,48.293136952620934,0,53.87174984414471,23.176605387956087,32.42365811434199,7
23.199391366895703,30.516225724678304,39.393159347494965,19.178749622900426,3,42.802291276391806,50.11912563417441,58.99605925699107,6
8.4957092657313,55.00711132238581,46.08930469209659,13.282227256369158,1,18.6834438072599,65.19484586391441,56.27703923362519,4
22.10402769436142,34.628598887399285,17.029263889859656,12.551618681304626,1,32.11641617787453,44.6409873709124,27.041652373372767,4
22.88508271147109,32.37968794188596,8.296881547371955,23.15934832885464,1,35.4433263103962,44.93793154081108,20.85512514629707,6
45.12833980859352,10.801053497614681,12.203555864679574,38.09624736148873,2,65.27143917535082,30.944152864371976,32.34665523143687,7
40.06566092453672,41.12290575983617,38.3298331999064,10.696415117329423,2,53.632800552695784,54.690045387995234,51.896972828065465,4
53.79670084169796,50.2156738330124,51.719552342415454,35.61015829346802,3,77.34313883213028,73.76211182344473,75.26599033284778,7
30.97182088390721,25.92310041291593,7.474825167948341,1.546916255796106,0,34.34308078529828,29.294360314306996,10.846085069339406,1
11.577683526606593,47.65865180089301,45.37831924729054,21.237182410205328,1,23.674607305055872,59.75557557934229,57.47524302573982,5
44.228463297264724,58.046215964544636,23.772525527252867,38.90532072753795,0,56.565740271873835,70.38349293915374,36.10980250186198,7
46.84317767392936,16.2071552520229,31.31906034557374,17.267281310834356,2,61.98732518852961,31.351302766623146,46.46320786017398,5
35.87024586632229,33.78312971571077,56.087275241506106,28.404986521547272,2,53.68744263149364,51.60032648088212,73.90447200667745,7
47.40319489750085,20.792587694651655,23.2584327604715,10.646472024882584,2,60.95834818347267,34.34774098062347,36.81358604644332,4
32.15875780004149,48.60699304686116,30.593531366671733,37.22877186074553,0,44.09366304662042,60.54189829344009,42.52843661325066,7
33.750305616009676,36.76763512346366,5.752532811837461,3.087815611803601,3,49.49138136284254,52.508710870296525,21.493608558670324,4
28.51475600972023,39.902032965266706,9.48792960026611,42.70086092133727,3,53.76296263084117,65.15023958638764,34.736136221387056,7
6.398051970925235,48.885278778874174,19.222537512413123,10.310721127872574,2,19.872625041614654,62.35985184956359,32.69711058310254,4
10.934028484631744,26.77837599643502,6.531873245159092,43.782702569562375,1,28.441877101326718,44.28622461312999,24.039721861854062,7
6.7286052127703835,55.329953762387376,39.725642932653805,17.950197444375608,0,14.03665259942053,62.63800114903752,47.03369031930395,4
40.00257261950792,34.316587698537695,28.45190962408924,36.27283693648709,2,59.70805348426482,54.022068563294596,48.15739048884614,7
22.289578959197968,13.68751525594414,35.14798615004121,16.301652240416328,0,29.201975496897887,20.599911793644058,42.06038268774113,4
32.971388014058654,43.27445149928413,14.605595224298126,45.342627726115055,0,46.85361866832626,57.15668215355174,28.487825878565737,7
54.91615606593512,48.629374274103995,21.276261619013887,6.768537713159531,3,71.5406051170934,65.25382332526229,37.900710670172174,4
18.71107260318812,22.421892238713966,41.51034611689988,9.336729568993636,2,31.951887699746592,35.66270733527244,54.75116121345835,4
27.571060766959636,52.144859134931416,58.09164979967199,24.904991195360715,3,48.548258653846204,73.122057021818,79.06884768655857,7
46.55531261986768,54.83787901211715,7.772922548121506,4.555952732388233,2,58.64874127564085,66.93130766789032,19.86635120389468,3
17.583899102039236,20.22974680577949,53.97113764703963,10.201019142737216,0,23.032143696296167,25.677991400036426,59.41938224129657,3
9.233895040583615,59.09368099933722,36.72846607211647,47.216435919494714,3,35.565839661262345,85.42562562001595,63.0604106927952,7
20.936329910257243,12.739134042681712,36.0155761715593,48.83623822682041,0,35.65702708469414,27.459831217118612,50.7362733459962,7
13.867170798970243,16.11086176213695,32.51531943642682,19.124836801855885,2,29.457131631415656,31.700822594582363,48.105280268872235,6
56.13337087884152,15.132366158091436,8.816674724730087,46.20265804018982,1,74.22200880848708,33.22100408773699,26.905312654375642,7
49.446620876042935,54.169434050432876,9.943226845488837,27.46882144583487,3,71.03913802304331,75.76195119743325,31.535743992489206,7
39.83720660807329,40.986090377872905,38.05016031124973,13.852252060751468,3,58.161747102653635,59.31063087245326,56.37470080583009,5
52.93033246032447,13.365735577225008,23.752721428955706,35.268736693489636,0,64.39482926676199,24.83023238366252,35.21721823539322,7
49.20196422945129,29.217788010259195,55.44974366177244,33.115639425455434,0,60.149717691560596,40.1655414723685,66.39749712388175,7
15.26135323873197,38.84139137883911,27.362479554770974,49.4617032958823,1,34.132162029743725,57.71220016985087,46.233288345782725,7
54.09074491694878,9.59052467441608,12.88048022864526,13.619840726759524,3,72.35950669137107,27.859286448838365,31.149242003067542,5
34.663823305360786,53.53290026240363,44.30953584261198,33.7669453817559,2,53.7678901969822,72.63696715402504,63.41360273423339,7
49.40920853402344,49.198194449284436,21.13443817925554,3.075175873957621,2,61.14725074377327,60.936236659034265,32.87248038900537,3
54.28502149579213,32.7863725467151,33.90086690457412,6.12547891548761,3,70.75513643550916,49.25648748643212,50.37098184429115,4
22.49019112345251,58.19196383925437,43.38080320278435,0.6939595600791164,3,37.6567414178715,73.35851413367335,58.54735349720334,3
11.052855849022222,27.976853860130483,54.51452611611387,49.97330371245382,3,38.04644874001114,54.9704467511194,81.50811900710278,7
17.53643393980679,59.12606754700738,48.57051571409219,40.21254800880015,1,34.18744546191883,75.77707906911942,65.22152723620422,7
28.490928374444096,41.73559993419949,42.19985873299983,39.44278922931027,2,48.957197789478556,62.20186934923396,62.66612814803429,7
49.99081212573712,39.90692002896678,42.3798250317329,25.731440726764895,2,67.1663579001607,57.082465803390356,59.555370806156475,7
52.34018207909889,14.127519241268175,57.02585542176476,15.353320603819277,0,59.024979024015515,20.812316186184802,63.71065236668139,4
5.382367179215489,53.50602670675542,21.27032536230948,7.987582080902458,0,10.29938687863208,58.42304640617201,26.18734506172607,2
33.091101641766116,28.511932835633832,5.061165180790307,14.59139957289995,3,51.593037539262106,47.013868733129826,23.563101078286298,5
27.957605173182845,13.922837318036365,19.957500766900928,19.110575485492387,0,35.54414328970102,21.50937543455454,27.544038883419102,4
17.215929575890165,5.693413598666747,16.98402587947092,37.93734980052456,1,33.32089352801606,21.79837755079264,33.08898983159681,7
11.592595203352554,35.78656260011104,41.4009021812699,27.213258550706044,2,29.123777255522,53.31774465228049,58.93208423343935,7
23.568834427199537,34.0069792167472,39.854137987104096,4.335439514496393,2,35.60933991067867,46.047484700226335,51.89464347058323,3
56.86003371518856,44.56444923030372,37.64037604875981,1.392435943466156,0,60.194218341620434,47.8986338567356,40.97456067519169,1
22.77616126114154,53.96419291597912,5.893389376519954,5.565442886936126,3,39.11186755400621,70.29989920884378,22.229095669384627,4
33.53348419588514,9.367362155366624,45.08279299478561,20.81968632802028,0,41.53020891461,17.36408687409149,53.079517713510484,4
43.66604273923478,45.23230696871993,22.794172686702034,46.69304939392641,3,69.87237459377712,71.43863882326227,49.00050454124437,7
24.99962813086117,15.307656925367022,41.57807939536471,32.05142281985647,1,39.69196960762672,29.999998402132576,56.27042087213026,7
58.44801454965284,52.199737923644015,35.611813567618434,40.190382043838,2,79.09370624017396,72.84542961416514,56.25750525813955,7
57.934601221816116,50.048493262391084,23.850200898534894,23.585542427975152,1,70.59513140453015,62.70902344510512,36.510731081248935,6
18.848026270395028,34.743656524204944,12.401694690725925,18.40247111815462,2,34.26461933875214,50.16024959256205,27.818287759083034,5
32.3486678240812,44.06335392428213,10.193039371326453,5.865818449472825,1,40.756464251954675,52.47115035215561,18.60083579919993,3
21.54830703992233,22.28925622510616,50.733508321172295,43.858684598217145,0,35.07439134349445,35.81534052867828,64.25959262474441,7
20.66622719076072,30.914234441304806,55.51186481448569,39.26642143688119,1,37.090168335612205,47.33817558615629,71.93580595933717,7
7.028782104499304,50.19002937407594,40.73834257203648,8.821845831087392,1,16.146025103960277,59.30727237353692,49.85558557149746,3
38.526038368894326,30.259585844526764,10.688876317326585,25.856897911874896,0,47.7316938677443,39.46524134337674,19.89453181617656,5
32.64734627758738,24.678904592899297,27.11149692885324,24.625052992101622,2,49.55735899569177,41.588917311003684,44.021509646957625,6
7.831331318749414,32.181684598766495,45.09165600578365,31.442031857983167,2,26.377418964665374,50.727772244682455,63.63774365169961,7
20.325555533013627,50.55370888404701,47.890148620553745,47.33625125256743,0,34.68625583362981,64.9144091846632,62.250848921169926,7
54.954623728165956,23.436442605398,11.502024226009873,29.198686367242743,1,68.96230845630421,37.44412733353626,25.50970895414813,7
18.175903986683483,14.55688762246591,5.001689536496033,27.24075470554162,1,31.713685116013473,28.0946687517959,18.539470665826023,6
12.96921796501727,44.16077111819294,44.167537523433275,2.990985180265865,1,20.687054408281078,51.87860756145675,51.88537396669708,2
31.919901815265966,50.4288016989445,24.61278967924131,3.6139200628921846,3,47.78724263036009,66.29614251403862,40.480130494335434,4
59.21077497608304,10.535061318794334,18.996473239004313,9.77366617067605,2,72.55645485704528,23.880741199756585,32.34215311996657,4
18.313039933132522,18.19307620157696,5.709360838423899,2.1073031987415396,1,25.818792700830492,25.69882896927493,13.215113606121868,2
41.96745510732332,12.808459436854665,34.71646737188248,37.29596833071561,2,61.918487506695065,32.75949183622642,54.66749977125423,7
46.88907884307947,24.136777637019165,51.813290448428994,36.30485004770117,1,62.602242854527745,39.84994164846745,67.52645445987727,7
18.07006491958198,29.769303839797697,57.66974054499234,7.234783604366326,0,22.8064129846299,34.505651904845614,62.40608861004026,2
45.051899173652274,46.18544853298186,36.115972283730905,41.8859055893664,0,58.10451651510021,59.23806587442979,49.16858962517884,7
25.228072299558928,40.81311716849208,33.29537302569418,8.161908724882542,2,38.18693039353074,53.77197526246388,46.25423111966599,4
39.77682068264687,39.15107121131371,9.67810120190826,15.40819155636926,2,54.474786656175496,53.84903718484234,24.376067175436884,5
39.844134091849206,24.380622063530993,35.18800408484299,12.824356508487568,0,45.921979653886225,30.45846762556801,41.26584964688,3
34.467607624111714,51.279615419661795,25.898849343096703,18.929201379365864,3,54.01061595515952,70.8226237507096,45.441857674144515,6
9.965937352992457,30.92079420689905,38.39244044859673,13.105856411553113,0,16.111342891765204,37.066199745671796,44.53784598736948,3
50.94163725740809,58.850771590833496,26.37994913321007,24.703070858703377,1,63.8703742634969,71.77950859692231,39.30868613929888,6
22.64290357344547,39.87781760626552,18.216451789770172,20.666690127056928,3,42.602909203939134,59.837823236759185,38.17645742026383,6
15.258518071991983,11.944560786047651,10.223090137560707,49.33518979357667,0,30.098963622450384,26.78500633650605,25.06353568801911,7
7.242632785512015,42.18976591414887,22.320514452389265,3.2683543313471706,3,23.027037825035336,57.97417095367219,38.10491949191258,4
37.4991118753533,22.880720848743444,10.315465885826375,7.537978131173905,3,54.30822662683504,39.68983560022518,27.124580637308114,4
42.266039901325534,42.74799581773536,14.729332295319116,3.114881748475823,3,58.01361152095973,58.49556743736956,30.47690391495331,4
5.912330591032088,8.830263148932316,59.30348872187503,31.479139151627603,2,24.467323987422713,27.38525654532294,77.85848211826566,7
33.165118206460455,14.618479044677766,29.425695629864023,3.1982092319791193,0,36.93268842213544,18.386049260352756,33.19326584553901,2
17.457267635886588,52.065549239818246,34.25294715777591,41.9037670001181,2,38.514171715914934,73.12245331984658,55.30985123780425,7
40.48450347251974,17.49487563629332,53.04901908054684,25.840962218755426,2,57.68633440502104,34.696706568794625,70.25085001304814,7
14.59015359527453,51.037261888361705,59.75628952698783,26.58687741678592,1,27.97100417530315,64.41811246839032,73.13714010701645,6
43.00157559563563,20.360184864992572,37.04929471395749,28.298928131753613,1,56.793318347256495,34.151927616613435,50.84103746557835,6
26.27044404652956,40.35850505322892,49.68606015742944,8.95527846215743,3,43.41971087744734,57.5077718841467,66.83532698834722,4
56.5201493805204,43.178281543040704,22.98175633851714,10.285670004167134,3,73.98871018152052,60.64684234404082,40.45031713951725,5
12.563651928029628,33.19601142297791,21.81591765960101,16.28145748221373,1,23.471201723760924,44.1035612187092,32.723467455332305,4
23.75864930776422,21.79208721832022,27.14870465470081,29.878072583181645,1,37.92938672772782,35.96282463828381,41.31944207466441,7
11.241043668232399,16.695440700410288,41.9878994470507,10.900829909040619,0,16.857242846402148,22.311639878580035,47.60409862522045,3
55.85814900532095,6.825414500933443,42.52054290903043,6.258420493096431,3,72.3601699236641,23.327435419276583,59.022563827373574,4
53.25366443595396,21.71705206823981,22.338168905719794,48.52078587771239,3,79.89865304660493,48.36204067889078,48.98315751637077,7
19.18678952433356,40.923953479220565,12.326545827514577,1.5880998330763343,1,26.56793348427188,48.305097439158885,19.7076897874529,2
41.299122531879846,56.60676501466655,39.78179410560297,40.23352156413307,0,53.955167707271784,69.26281019005849,52.43783928099491,7
49.94722101106687,52.91624652446786,12.057922420382049,39.50773990396359,1,66.42907858801814,69.39810410141912,28.539779997333312,7
35.53604463797043,47.13356270944164,36.81708795261316,15.212098635332252,1,46.18694831045017,57.78446638192138,47.4679916250929,4
34.130781809580355,48.364603878931426,43.138217043096994,7.213517492362014,2,46.86202600774724,61.09584807709831,55.86946124126388,4
18.301875999524842,41.57416969117974,43.53363230169484,7.708618011918459,3,35.151944322385276,58.42423801404017,60.38370062455527,4
10.120652229324456,19.315777166130164,46.44096608627782,35.02286505324103,0,21.526139842102303,30.72126477890801,57.846453699055665,7
54.34686668743297,54.895726688820645,53.00726818611155,32.31892625876559,2,73.10340898953672,73.65226899092438,71.7638104882153,7
54.52299314398317,41.89027715482087,32.49774455806337,39.24591087544364,3,78.94201175408965,66.30929576492734,56.91676316816984,7
39.820580150029734,35.8242347039242,45.16370542412641,46.905318033755684,1,58.077856478131096,54.08151103202556,63.420981752227775,7
23.64663850767854,11.104420806741459,39.05450044512102,34.7504044816963,0,34.98673558328565,22.44451788234857,50.394597520728134,7
24.20652660369635,29.5880549093534,15.26519668887254,8.21465105929645,3,41.178042857927494,46.55957116358455,32.23671294310369,4
44.927562337863165,30.319704916105945,6.412930467817449,12.550409529887828,1,54.93966062503624,40.33180320327902,16.425028754990528,4
54.34106429739174,52.55099852374685,20.64977621223136,42.188589678219174,2,75.46632582016434,73.67626004651945,41.77503773500396,7
53.78975333458145,35.065652110328365,29.366853848569068,10.860650753793324,0,59.39630951549184,40.67220829123876,34.97341002947947,3
47.89315502216931,25.92203019337253,38.9408269435761,4.08985468924683,3,63.87472014758855,41.90359531879177,54.922392068995336,4
40.31174053848583,58.72401806808627,51.7477631776763,35.3123626750914,2,59.786707580507766,78.1989851101082,71.22273021969824,7
9.627698074727686,11.089632632947362,15.793514418839111,20.42505459676203,1,21.529711177950574,22.99164573617025,27.695527522062,5
13.889579275203758,28.240163557156954,11.90523844441624,46.04198260102223,1,31.93965509944909,46.29023938140229,29.955314268661574,7
54.42048036898936,7.311357134427291,57.99139711108801,32.687626019136246,3,77.26551061358205,30.15638737901999,80.83642735568071,7
38.35359828127745,45.694726642181166,10.942450765702391,4.975739400687207,1,46.54777573744238,53.888904098346096,19.13662822186732,2
5.505837838914631,55.49421037095328,31.317008855895406,47.41890007905621,0,19.88637385788812,69.87474638992677,45.697544874868896,7
10.580934857631766,20.402053125276918,37.2060050836316,13.298584550192171,3,28.772595149677883,38.59371341732304,55.39766537567772,5
41.49259730094307,52.20879222395165,34.775593149909106,17.192018275111145,2,56.618681686969744,67.33487660997832,49.90167753593578,5
5.2783871115420276,21.072002675404377,9.731768636811877,20.41189047733533,3,25.17724082610251,40.97085638996486,29.63062235137236,6
13.844442827962427,55.09235889041534,8.136480270199066,3.035602672013506,3,29.572987469245668,70.82090353169858,23.86502491148231,4
35.18035841516224,46.467904697823116,10.801588510356963,25.07751340041494,2,52.198961631261824,63.4865079139227,27.82019172645655,7
43.05423587309813,49.269872726279125,37.207322612993686,6.6042653082269664,1,51.6392595470726,57.854896400253594,45.792346286968154,3
40.85786927264303,5.990360558024998,34.93896881988766,20.348031171073412,2,56.74139675370065,21.873888039082615,50.82249630094528,6
17.334812020330787,57.95456963907143,17.855743562020933,17.860134505608173,0,24.621244301676747,65.24100192041739,25.142175843366893,4
44.16985717411447,44.96690456386778,40.07757780150754,38.75558412961192,1,60.47119736522133,61.26824475497464,56.3789179926144,7
18.048699812324003,21.761310246237333,50.103712613060715,40.25694032582019,3,42.71036549052085,46.42297592443418,74.76537829125756,7
22.896983398759726,50.616706567236584,7.286842791562657,8.093937678259856,1,31.839528441542093,59.55925161001895,16.229387834345022,3
46.05702728149133,20.48366591282115,32.397146895142335,18.644283775271695,1,57.53165538755654,31.958294018886356,43.87177500120754,5
40.72980944759681,53.001461176137035,42.91207266564797,18.98098147107567,0,48.28524500065497,60.556896729195195,50.46750821870613,4
51.707287577179784,11.191921472656535,18.87715598883279,7.99481697483621,1,60.62604365114048,20.110677546617225,27.79591206279348,3
41.16870907651889,43.70272876034377,21.9273997911232,40.02344850003393,1,57.77433671652703,60.30835640035191,38.533027431131345,7
36.25697318345094,34.73841621547007,38.75008466441611,35.507802252603454,1,51.778845724075765,50.260288756094894,54.271957205040934,7
10.152112230545086,10.309395860749245,54.38644113940553,9.92389842170322,3,27.53384785175386,27.691131481958017,71.7681767606143,5
25.224369168268844,18.304160554236145,49.54584311665946,18.652734475393054,1,36.701025442363175,29.780816828330476,61.022499390753794,5
19.5861302224949,5.682221995252314,37.07216205047709,5.7373487303974535,2,31.96309391779029,18.059185690547704,49.44912574577248,3
18.419430385849598,30.782238100547822,45.16219447664871,31.596226556105677,1,33.00252475931496,45.36533247401319,59.745288850114065,7
58.515580511384506,21.56958934180002,25.065235861428928,6.507910265156673,0,63.07747897502211,26.131487805437622,29.627134325066528,2
26.620374856671823,37.90966163637673,40.25310404543168,49.30374134693343,1,45.453272779935844,56.74255955964075,59.0860019686957,7
54.06256053474123,21.348079423973946,30.639987512015633,39.14376269704918,1,70.45706358203304,37.74258247126575,47.03449055930744,7
39.712624429849456,21.49555113288416,15.44648750516585,19.816808204407756,3,59.468658398907316,41.25158510194202,35.20252147422371,6
48.714621694790665,45.875625930238186,43.595605063249145,29.138914647828045,2,66.70796121026939,63.86896544571692,61.588944578727876,7
32.645040120785566,7.64785597880944,35.60555505418521,45.611419902712235,1,50.5917808974365,25.594596755460373,53.552295830836144,7
